time,H986,H1222,H1827,H3434
587760301.0000,31.27197371,31.65076758,31.97168345,32.17001899
589075201.0000,31.27197359,31.65076747,31.97168333,32.17001888
590390101.0000,31.27197345,31.65076732,31.97168318,32.17001872
591705001.0000,31.27197334,31.65076720,31.97168306,32.17001861
593019901.0000,31.27197320,31.65076706,31.97168291,32.17001846
594334801.0000,31.27197309,31.65076694,31.97168279,32.17001834
595649701.0000,31.27197295,31.65076679,31.97168264,32.17001819
596964601.0000,31.27197284,31.65076668,31.97168253,32.17001808
598279501.0000,31.27197270,31.65076653,31.97168238,32.17001793
599594401.0000,31.27197259,31.65076642,31.97168226,32.17001782
600909301.0000,31.27197246,31.65076627,31.97168211,32.17001767
602224201.0000,31.27197235,31.65076616,31.97168200,32.17001756
603539101.0000,31.27197221,31.65076602,31.97168185,32.17001741
604854001.0000,31.27197210,31.65076590,31.97168174,32.17001730
606168901.0000,31.27197197,31.65076576,31.97168159,32.17001715
607483801.0000,31.27197186,31.65076565,31.97168148,32.17001704
608798701.0000,31.27197172,31.65076551,31.97168133,32.17001689
610113601.0000,31.27197161,31.65076539,31.97168122,32.17001678
611428501.0000,31.27197148,31.65076525,31.97168107,32.17001664
612743401.0000,31.27197137,31.65076514,31.97168096,32.17001653
614058301.0000,31.27197124,31.65076500,31.97168082,32.17001638
615373201.0000,31.27197113,31.65076489,31.97168071,32.17001627
616688101.0000,31.27197100,31.65076475,31.97168056,32.17001613
618003001.0000,31.27197090,31.65076464,31.97168045,32.17001602
619317901.0000,31.27197076,31.65076450,31.97168031,32.17001588
620632801.0000,31.27197066,31.65076439,31.97168020,32.17001577
621947701.0000,31.27197053,31.65076425,31.97168006,32.17001563
623262601.0000,31.27197042,31.65076414,31.97167995,32.17001552
624577501.0000,31.27197029,31.65076401,31.97167981,32.17001538
625892401.0000,31.27197019,31.65076390,31.97167970,32.17001527
627207301.0000,31.27197006,31.65076376,31.97167956,32.17001513
628522201.0000,31.27196996,31.65076365,31.97167945,32.17001503
629837101.0000,31.27196983,31.65076352,31.97167931,32.17001489
631152001.0000,31.27196972,31.65076341,31.97167920,32.17001478
632466901.0000,31.27196960,31.65076327,31.97167906,32.17001464
633781801.0000,31.27196949,31.65076317,31.97167895,32.17001454
635096701.0000,31.27196937,31.65076303,31.97167882,32.17001440
636411601.0000,31.27196926,31.65076293,31.97167871,32.17001429
637726501.0000,31.27196914,31.65076279,31.97167857,32.17001416
639041401.0000,31.27196904,31.65076269,31.97167847,32.17001405
640356301.0000,31.27196891,31.65076256,31.97167833,32.17001392
641671201.0000,31.27196881,31.65076245,31.97167823,32.17001381
642986101.0000,31.27196868,31.65076232,31.97167809,32.17001368
644301001.0000,31.27196858,31.65076221,31.97167798,32.17001357
645615901.0000,31.27196846,31.65076208,31.97167785,32.17001344
646930801.0000,31.27196836,31.65076198,31.97167775,32.17001334
648245701.0000,31.27196824,31.65076185,31.97167761,32.17001320
649560601.0000,31.27196814,31.65076174,31.97167751,32.17001310
650875501.0000,31.27196801,31.65076162,31.97167737,32.17001297
652190401.0000,31.27196791,31.65076151,31.97167727,32.17001286
653505301.0000,31.27196779,31.65076138,31.97167714,32.17001273
654820201.0000,31.27196769,31.65076128,31.97167704,32.17001263
656135101.0000,31.27196757,31.65076115,31.97167690,32.17001250
657450001.0000,31.27196747,31.65076105,31.97167680,32.17001240
658764901.0000,31.27196735,31.65076092,31.97167667,32.17001227
660079801.0000,31.27196726,31.65076082,31.97167657,32.17001217
661394701.0000,31.27196714,31.65076070,31.97167644,32.17001204
662709601.0000,31.27196704,31.65076059,31.97167634,32.17001194
664024501.0000,31.27196692,31.65076047,31.97167621,32.17001181
665339401.0000,31.27196682,31.65076037,31.97167611,32.17001171
666654301.0000,31.27196670,31.65076024,31.97167598,32.17001158
667969201.0000,31.27196661,31.65076014,31.97167588,32.17001148
669284101.0000,31.27196649,31.65076002,31.97167575,32.17001135
670599001.0000,31.27196640,31.65075992,31.97167565,32.17001126
671913901.0000,31.27196628,31.65075980,31.97167552,32.17001113
673228801.0000,31.27196618,31.65075970,31.97167542,32.17001103
674543701.0000,31.27196607,31.65075957,31.97167530,32.17001091
675858601.0000,31.27196597,31.65075948,31.97167520,32.17001081
677173501.0000,31.27196586,31.65075935,31.97167507,32.17001068
678488401.0000,31.27196576,31.65075926,31.97167498,32.17001059
679803301.0000,31.27196565,31.65075913,31.97167485,32.17001046
681118201.0000,31.27196555,31.65075904,31.97167475,32.17001037
682433101.0000,31.27196544,31.65075892,31.97167463,32.17001024
683748001.0000,31.27196535,31.65075882,31.97167453,32.17001015
685062901.0000,31.27196523,31.65075870,31.97167441,32.17001002
686377801.0000,31.27196514,31.65075860,31.97167431,32.17000993
687692701.0000,31.27196503,31.65075848,31.97167419,32.17000980
689007601.0000,31.27196493,31.65075839,31.97167409,32.17000971
690322501.0000,31.27196482,31.65075827,31.97167397,32.17000959
691637401.0000,31.27196473,31.65075817,31.97167388,32.17000949
692952301.0000,31.27196462,31.65075806,31.97167375,32.17000937
694267201.0000,31.27196453,31.65075796,31.97167366,32.17000928
695582101.0000,31.27196442,31.65075784,31.97167354,32.17000916
696897001.0000,31.27196433,31.65075775,31.97167344,32.17000906
698211901.0000,31.27196421,31.65075763,31.97167332,32.17000894
699526801.0000,31.27196413,31.65075754,31.97167323,32.17000885
700841701.0000,31.27196401,31.65075742,31.97167311,32.17000873
702156601.0000,31.27196393,31.65075733,31.97167302,32.17000864
703471501.0000,31.27196382,31.65075721,31.97167290,32.17000852
704786401.0000,31.27196373,31.65075712,31.97167280,32.17000843
706101301.0000,31.27196362,31.65075701,31.97167269,32.17000831
707416201.0000,31.27196353,31.65075692,31.97167259,32.17000822
708731101.0000,31.27196342,31.65075680,31.97167248,32.17000810
710046001.0000,31.27196333,31.65075671,31.97167238,32.17000801
711360901.0000,31.27196322,31.65075660,31.97167227,32.17000790
712675801.0000,31.27196314,31.65075650,31.97167218,32.17000781
713990701.0000,31.27196303,31.65075639,31.97167206,32.17000769
715305601.0000,31.27196294,31.65075630,31.97167197,32.17000760
716620501.0000,31.27196284,31.65075619,31.97167185,32.17000748
717935401.0000,31.27196275,31.65075610,31.97167176,32.17000740
719250301.0000,31.27196264,31.65075599,31.97167165,32.17000728
720565201.0000,31.27196256,31.65075590,31.97167156,32.17000719
721880101.0000,31.27196245,31.65075579,31.97167144,32.17000708
723195001.0000,31.27196237,31.65075570,31.97167135,32.17000699
724509901.0000,31.27196226,31.65075559,31.97167124,32.17000688
725824801.0000,31.27196218,31.65075550,31.97167115,32.17000679
727139701.0000,31.27196207,31.65075539,31.97167104,32.17000668
728454601.0000,31.27196199,31.65075530,31.97167095,32.17000659
729769501.0000,31.27196188,31.65075519,31.97167084,32.17000648
731084401.0000,31.27196180,31.65075510,31.97167075,32.17000639
732399301.0000,31.27196170,31.65075499,31.97167064,32.17000628
733714201.0000,31.27196161,31.65075491,31.97167055,32.17000619
735029101.0000,31.27196151,31.65075480,31.97167044,32.17000608
736344001.0000,31.27196143,31.65075471,31.97167035,32.17000599
737658901.0000,31.27196133,31.65075460,31.97167024,32.17000588
738973801.0000,31.27196124,31.65075452,31.97167016,32.17000580
740288701.0000,31.27196114,31.65075441,31.97167004,32.17000569
741603601.0000,31.27196106,31.65075433,31.97166996,32.17000560
742918501.0000,31.27196096,31.65075422,31.97166985,32.17000549
744233401.0000,31.27196088,31.65075413,31.97166976,32.17000541
745548301.0000,31.27196078,31.65075403,31.97166965,32.17000530
746863201.0000,31.27196069,31.65075394,31.97166957,32.17000522
748178101.0000,31.27196059,31.65075384,31.97166946,32.17000511
749493001.0000,31.27196051,31.65075375,31.97166938,32.17000503
750807901.0000,31.27196041,31.65075365,31.97166927,32.17000492
752122801.0000,31.27196033,31.65075357,31.97166919,32.17000484
753437701.0000,31.27196024,31.65075346,31.97166908,32.17000473
754752601.0000,31.27196016,31.65075338,31.97166900,32.17000465
756067501.0000,31.27196006,31.65075327,31.97166889,32.17000454
757382401.0000,31.27195998,31.65075319,31.97166881,32.17000446
758697301.0000,31.27195988,31.65075309,31.97166870,32.17000435
760012201.0000,31.27195980,31.65075301,31.97166862,32.17000427
761327101.0000,31.27195970,31.65075290,31.97166851,32.17000416
762642001.0000,31.27195962,31.65075282,31.97166843,32.17000408
763956901.0000,31.27195953,31.65075272,31.97166832,32.17000398
765271801.0000,31.27195945,31.65075264,31.97166824,32.17000390
766586701.0000,31.27195935,31.65075254,31.97166814,32.17000379
767901601.0000,31.27195928,31.65075246,31.97166806,32.17000371
769216501.0000,31.27195918,31.65075236,31.97166795,32.17000361
770531401.0000,31.27195910,31.65075228,31.97166787,32.17000353
771846301.0000,31.27195901,31.65075218,31.97166777,32.17000343
773161201.0000,31.27195893,31.65075209,31.97166769,32.17000335
774476101.0000,31.27195884,31.65075200,31.97166759,32.17000325
775791001.0000,31.27195876,31.65075192,31.97166751,32.17000317
777105901.0000,31.27195867,31.65075182,31.97166740,32.17000307
778420801.0000,31.27195859,31.65075174,31.97166732,32.17000299
779735701.0000,31.27195850,31.65075164,31.97166722,32.17000289
781050601.0000,31.27195842,31.65075156,31.97166714,32.17000281
782365501.0000,31.27195833,31.65075146,31.97166704,32.17000271
783680401.0000,31.27195825,31.65075138,31.97166696,32.17000263
784995301.0000,31.27195816,31.65075129,31.97166686,32.17000253
786310201.0000,31.27195808,31.65075121,31.97166679,32.17000245
787625101.0000,31.27195799,31.65075111,31.97166669,32.17000235
788940001.0000,31.27195792,31.65075103,31.97166661,32.17000228
790254901.0000,31.27195783,31.65075094,31.97166651,32.17000218
791569801.0000,31.27195775,31.65075086,31.97166643,32.17000210
792884701.0000,31.27195766,31.65075076,31.97166633,32.17000200
794199601.0000,31.27195759,31.65075069,31.97166626,32.17000193
795514501.0000,31.27195750,31.65075059,31.97166616,32.17000183
796829401.0000,31.27195742,31.65075052,31.97166608,32.17000175
798144301.0000,31.27195733,31.65075042,31.97166598,32.17000165
799459201.0000,31.27195726,31.65075034,31.97166591,32.17000158
800774101.0000,31.27195717,31.65075025,31.97166581,32.17000148
802089001.0000,31.27195710,31.65075018,31.97166574,32.17000141
803403901.0000,31.27195701,31.65075008,31.97166564,32.17000131
804718801.0000,31.27195694,31.65075001,31.97166556,32.17000124
806033701.0000,31.27195685,31.65074991,31.97166547,32.17000114
807348601.0000,31.27195678,31.65074984,31.97166539,32.17000107
808663501.0000,31.27195669,31.65074975,31.97166530,32.17000097
809978401.0000,31.27195662,31.65074967,31.97166522,32.17000090
811293301.0000,31.27195653,31.65074958,31.97166513,32.17000080
812608201.0000,31.27195646,31.65074951,31.97166505,32.17000073
813923101.0000,31.27195637,31.65074941,31.97166496,32.17000064
815238001.0000,31.27195630,31.65074934,31.97166489,32.17000056
816552901.0000,31.27195622,31.65074925,31.97166479,32.17000047
817867801.0000,31.27195615,31.65074918,31.97166472,32.17000040
819182701.0000,31.27195606,31.65074909,31.97166462,32.17000030
820497601.0000,31.27195599,31.65074901,31.97166455,32.17000023
821812501.0000,31.27195590,31.65074892,31.97166446,32.17000014
823127401.0000,31.27195583,31.65074885,31.97166439,32.17000007
824442301.0000,31.27195575,31.65074876,31.97166429,32.16999998
825757201.0000,31.27195568,31.65074869,31.97166422,32.16999990
827072101.0000,31.27195560,31.65074860,31.97166413,32.16999981
828387001.0000,31.27195553,31.65074853,31.97166406,32.16999974
829701901.0000,31.27195544,31.65074844,31.97166397,32.16999965
831016801.0000,31.27195537,31.65074837,31.97166390,32.16999958
832331701.0000,31.27195529,31.65074828,31.97166380,32.16999949
833646601.0000,31.27195522,31.65074821,31.97166373,32.16999942
834961501.0000,31.27195514,31.65074812,31.97166364,32.16999933
836276401.0000,31.27195507,31.65074805,31.97166357,32.16999926
837591301.0000,31.27195499,31.65074796,31.97166348,32.16999917
838906201.0000,31.27195492,31.65074789,31.97166341,32.16999910
840221101.0000,31.27195484,31.65074781,31.97166332,32.16999901
841536001.0000,31.27195477,31.65074774,31.97166325,32.16999894
842850901.0000,31.27195469,31.65074765,31.97166316,32.16999885
844165801.0000,31.27195462,31.65074758,31.97166310,32.16999879
845480701.0000,31.27195454,31.65074750,31.97166301,32.16999870
846795601.0000,31.27195448,31.65074743,31.97166294,32.16999863
848110501.0000,31.27195440,31.65074734,31.97166285,32.16999854
849425401.0000,31.27195433,31.65074727,31.97166278,32.16999847
850740301.0000,31.27195425,31.65074719,31.97166269,32.16999839
852055201.0000,31.27195418,31.65074712,31.97166263,32.16999832
853370101.0000,31.27195410,31.65074704,31.97166254,32.16999823
854685001.0000,31.27195404,31.65074697,31.97166247,32.16999817
855999901.0000,31.27195396,31.65074688,31.97166238,32.16999808
857314801.0000,31.27195389,31.65074682,31.97166232,32.16999801
858629701.0000,31.27195382,31.65074673,31.97166223,32.16999793
859944601.0000,31.27195375,31.65074667,31.97166216,32.16999786
861259501.0000,31.27195367,31.65074658,31.97166208,32.16999777
862574401.0000,31.27195361,31.65074652,31.97166201,32.16999771
863889301.0000,31.27195353,31.65074643,31.97166193,32.16999762
865204201.0000,31.27195347,31.65074637,31.97166186,32.16999756
866519101.0000,31.27195339,31.65074629,31.97166178,32.16999747
867834001.0000,31.27195332,31.65074622,31.97166171,32.16999741
869148901.0000,31.27195325,31.65074614,31.97166163,32.16999732
870463801.0000,31.27195318,31.65074607,31.97166156,32.16999726
871778701.0000,31.27195311,31.65074599,31.97166148,32.16999718
873093601.0000,31.27195304,31.65074593,31.97166141,32.16999711
874408501.0000,31.27195297,31.65074585,31.97166133,32.16999703
875723401.0000,31.27195291,31.65074578,31.97166126,32.16999696
877038301.0000,31.27195283,31.65074570,31.97166118,32.16999688
878353201.0000,31.27195277,31.65074564,31.97166112,32.16999682
879668101.0000,31.27195269,31.65074556,31.97166103,32.16999674
880983001.0000,31.27195263,31.65074549,31.97166097,32.16999667
882297901.0000,31.27195255,31.65074541,31.97166089,32.16999659
883612801.0000,31.27195249,31.65074535,31.97166082,32.16999653
884927701.0000,31.27195242,31.65074527,31.97166074,32.16999645
886242601.0000,31.27195236,31.65074521,31.97166068,32.16999638
887557501.0000,31.27195228,31.65074513,31.97166060,32.16999630
888872401.0000,31.27195222,31.65074506,31.97166053,32.16999624
890187301.0000,31.27195215,31.65074499,31.97166045,32.16999616
891502201.0000,31.27195209,31.65074492,31.97166039,32.16999610
892817101.0000,31.27195201,31.65074485,31.97166031,32.16999602
894132001.0000,31.27195195,31.65074478,31.97166025,32.16999596
895446901.0000,31.27195188,31.65074471,31.97166017,32.16999588
896761801.0000,31.27195182,31.65074464,31.97166011,32.16999581
898076701.0000,31.27195175,31.65074457,31.97166003,32.16999574
899391601.0000,31.27195169,31.65074451,31.97165997,32.16999567
900706501.0000,31.27195162,31.65074443,31.97165989,32.16999560
902021401.0000,31.27195156,31.65074437,31.97165983,32.16999554
903336301.0000,31.27195149,31.65074429,31.97165975,32.16999546
904651201.0000,31.27195143,31.65074423,31.97165969,32.16999540
905966101.0000,31.27195135,31.65074415,31.97165961,32.16999532
907281001.0000,31.27195130,31.65074409,31.97165955,32.16999526
908595901.0000,31.27195123,31.65074402,31.97165947,32.16999518
909910801.0000,31.27195117,31.65074396,31.97165941,32.16999512
911225701.0000,31.27195110,31.65074388,31.97165933,32.16999504
912540601.0000,31.27195104,31.65074382,31.97165927,32.16999498
913855501.0000,31.27195097,31.65074375,31.97165919,32.16999491
915170401.0000,31.27195091,31.65074369,31.97165914,32.16999485
916485301.0000,31.27195084,31.65074362,31.97165906,32.16999477
917800201.0000,31.27195078,31.65074356,31.97165900,32.16999471
919115101.0000,31.27195071,31.65074348,31.97165892,32.16999464
920430001.0000,31.27195066,31.65074342,31.97165886,32.16999458
921744901.0000,31.27195059,31.65074335,31.97165879,32.16999450
923059801.0000,31.27195053,31.65074329,31.97165873,32.16999445
924374701.0000,31.27195046,31.65074322,31.97165865,32.16999437
925689601.0000,31.27195041,31.65074316,31.97165860,32.16999431
927004501.0000,31.27195034,31.65074309,31.97165852,32.16999424
928319401.0000,31.27195028,31.65074303,31.97165846,32.16999418
929634301.0000,31.27195021,31.65074296,31.97165839,32.16999411
930949201.0000,31.27195016,31.65074290,31.97165833,32.16999405
932264101.0000,31.27195009,31.65074283,31.97165826,32.16999398
933579001.0000,31.27195003,31.65074277,31.97165820,32.16999392
934893901.0000,31.27194997,31.65074270,31.97165813,32.16999385
936208801.0000,31.27194991,31.65074264,31.97165807,32.16999379
937523701.0000,31.27194984,31.65074257,31.97165800,32.16999372
938838601.0000,31.27194979,31.65074251,31.97165794,32.16999366
940153501.0000,31.27194972,31.65074244,31.97165787,32.16999359
941468401.0000,31.27194967,31.65074239,31.97165781,32.16999353
942783301.0000,31.27194960,31.65074232,31.97165774,32.16999346
944098201.0000,31.27194955,31.65074226,31.97165768,32.16999340
945413101.0000,31.27194948,31.65074219,31.97165761,32.16999333
946728001.0000,31.27194943,31.65074214,31.97165755,32.16999328
