time,T1038,T2571,T4587,T6376,T7640,T9105,T9625,T9989,T10169
295852501.0000,20.99990046,20.99026855,18.63884461,14.79349822,16.86678048,16.84218007,16.00027662,15.99999966,15.99999863
297167401.0000,20.99990154,20.99633799,19.43088415,14.49162609,16.83360596,16.84195736,16.00030023,15.99999965,15.99999862
298482301.0000,20.99990167,20.99843099,19.99502037,14.37685945,16.79667420,16.84172988,16.00032556,15.99999965,15.99999860
299797201.0000,20.99990206,20.99915539,20.37543374,14.42565971,16.76423983,16.84149829,16.00035269,15.99999965,15.99999859
301112101.0000,20.99990207,20.99941204,20.62082607,14.55636051,16.73935645,16.84126324,16.00038173,15.99999965,15.99999858
302427001.0000,20.99990243,20.99950392,20.77360009,14.82566115,16.72339842,16.84102566,16.00041279,15.99999964,15.99999857
303741901.0000,13.40192685,19.22549526,20.83266096,15.28683517,16.71761950,16.84078643,16.00044599,15.99999964,15.99999856
305056801.0000,11.38799206,16.35098176,20.74783520,15.86899183,16.72008953,16.84054961,16.00048144,15.99999964,15.99999855
306371701.0000,11.05488359,13.86204270,20.35825840,16.50560931,16.72498015,16.84031875,16.00051926,15.99999964,15.99999854
307686601.0000,11.00769236,12.31942683,19.58351203,17.14638885,16.73396078,16.84009328,16.00055958,15.99999963,15.99999853
309001501.0000,11.00114073,11.54569517,18.44713867,17.75323716,16.74836933,16.83987264,16.00060254,15.99999963,15.99999852
310316401.0000,11.00018846,11.20905897,17.08634477,18.29275932,16.76858189,16.83965634,16.00064826,15.99999963,15.99999851
311631301.0000,11.00003864,11.07612167,15.68871444,18.73258336,16.79570287,16.83944390,16.00069689,15.99999963,15.99999850
312946201.0000,11.00001302,11.02691954,14.41774570,19.03688448,16.82899205,16.83923490,16.00074858,15.99999962,15.99999849
314261101.0000,11.00000816,11.00944172,13.37046378,19.19443267,16.86605276,16.83902897,16.00080348,15.99999962,15.99999848
315576001.0000,11.00000738,11.00337192,12.57437174,19.18338271,16.89843908,16.83882573,16.00086174,15.99999962,15.99999846
316890901.0000,18.59798295,12.77517683,12.03727433,19.10145773,16.92325010,16.83862483,16.00092353,15.99999962,15.99999845
318205801.0000,20.61191922,15.64902654,11.82822051,18.89908939,16.93912478,16.83842597,16.00098902,15.99999961,15.99999844
319520701.0000,20.94502850,18.13776481,11.98288201,18.50399539,16.94483474,16.83822888,16.00105837,15.99999961,15.99999843
320835601.0000,20.99222114,19.68031759,12.60384350,17.94343883,16.94232011,16.83803338,16.00113177,15.99999961,15.99999842
322150501.0000,20.99877337,20.45403181,13.65548979,17.27918938,16.93739477,16.83783933,16.00120940,15.99999960,15.99999841
323465401.0000,20.99972649,20.79066201,14.96955200,16.57238024,16.92839400,16.83764666,16.00129145,15.99999960,15.99999840
324780301.0000,20.99987559,20.92360022,16.34176686,15.88256056,16.91400792,16.83745536,16.00137811,15.99999960,15.99999839
326095201.0000,20.99990064,20.97280214,17.59900176,15.27113526,16.89384494,16.83726550,16.00146959,15.99999960,15.99999838
327410101.0000,20.99990477,20.99028216,18.63885776,14.79353669,16.86682356,16.83707715,16.00156609,15.99999959,15.99999837
328725001.0000,20.99990583,20.99635163,19.43090002,14.49166054,16.83364950,16.83689044,16.00166783,15.99999959,15.99999836
330039901.0000,20.99990596,20.99844456,19.99503863,14.37688968,16.79671819,16.83670553,16.00177503,15.99999959,15.99999835
331354801.0000,20.99990633,20.99916898,20.37545395,14.42568889,16.76428342,16.83652260,16.00188790,15.99999959,15.99999834
332669701.0000,20.99990634,20.99942557,20.62084767,14.55638660,16.73939955,16.83634175,16.00200668,15.99999958,15.99999833
333984601.0000,20.99990667,20.99951750,20.77362267,14.82568300,16.72344093,16.83616314,16.00213160,15.99999958,15.99999832
335299501.0000,13.40193021,19.22550991,20.83268421,15.28685218,16.71766129,16.83598691,16.00226292,15.99999958,15.99999831
336614401.0000,11.38799457,16.35099625,20.74785952,15.86900597,16.72013139,16.83581316,16.00240086,15.99999958,15.99999830
337929301.0000,11.05488583,13.86205531,20.35828422,16.50562233,16.72502185,16.83564197,16.00254570,15.99999957,15.99999829
339244201.0000,11.00769451,12.31943726,19.58353964,17.14640199,16.73400214,16.83547330,16.00269769,15.99999957,15.99999828
340559101.0000,11.00114285,11.54570393,18.44716765,17.75325139,16.74841016,16.83530706,16.00285709,15.99999957,15.99999827
341874001.0000,11.00019055,11.20906677,17.08637412,18.29277546,16.76862214,16.83514315,16.00302417,15.99999956,15.99999826
343188901.0000,11.00004072,11.07612893,15.68874283,18.73260199,16.79574211,16.83498146,16.00319922,15.99999956,15.99999825
344503801.0000,11.00001510,11.02692658,14.41777208,19.03690624,16.82903044,16.83482188,16.00338252,15.99999956,15.99999824
345818701.0000,11.00001026,11.00944861,13.37048752,19.19445774,16.86609045,16.83466424,16.00357435,15.99999956,15.99999823
347133601.0000,11.00000948,11.00337876,12.57439279,19.18341148,16.89847671,16.83450835,16.00377502,15.99999955,15.99999822
348448501.0000,18.59798594,12.77518264,12.03729278,19.10148817,16.92328790,16.83435397,16.00398482,15.99999955,15.99999821
349763401.0000,20.61192296,15.64903256,11.82823634,18.89912320,16.93916293,16.83420084,16.00420406,15.99999955,15.99999820
351078301.0000,20.94503245,18.13777252,11.98289607,18.50403333,16.94487341,16.83404909,16.00443305,15.99999954,15.99999819
352393201.0000,20.99222508,19.68032740,12.60385409,17.94347948,16.94235908,16.83389886,16.00467211,15.99999954,15.99999818
353708101.0000,20.99877729,20.45404307,13.65549810,17.27923144,16.93743410,16.83375032,16.00492156,15.99999954,15.99999817
355023001.0000,20.99973038,20.79067414,14.96955947,16.57242243,16.92843373,16.83360358,16.00518173,15.99999953,15.99999816
356337901.0000,20.99987953,20.92361266,16.34177492,15.88260168,16.91404813,16.83345872,16.00545296,15.99999953,15.99999815
357652801.0000,20.99990460,20.97281474,17.59901159,15.27117421,16.89388558,16.83331587,16.00573558,15.99999953,15.99999814
358967701.0000,20.99990875,20.99029472,18.63886994,14.79357222,16.86686464,16.83317521,16.00602994,15.99999953,15.99999813
360282601.0000,20.99990979,20.99636423,19.43091469,14.49169238,16.83369093,16.83303696,16.00633639,15.99999952,15.99999812
361597501.0000,20.99990992,20.99845708,19.99505549,14.37691765,16.79675998,16.83290127,16.00665528,15.99999952,15.99999811
362912401.0000,20.99991026,20.99918152,20.37547259,14.42571590,16.76432476,16.83276833,16.00698697,15.99999952,15.99999810
364227301.0000,20.99991027,20.99943806,20.62086758,14.55641077,16.73944038,16.83263828,16.00733183,15.99999951,15.99999809
365542201.0000,20.99991058,20.99953002,20.77364346,14.82570328,16.72348116,16.83251122,16.00769021,15.99999951,15.99999808
366857101.0000,13.40193330,19.22552339,20.83270561,15.28686802,16.71770081,16.83238724,16.00806251,15.99999951,15.99999807
368172001.0000,11.38799688,16.35100957,20.74788191,15.86901917,16.72017096,16.83226642,16.00844908,15.99999950,15.99999806
369486901.0000,11.05488789,13.86206689,20.35830796,16.50563447,16.72506127,16.83214878,16.00885031,15.99999950,15.99999806
370801801.0000,11.00769649,12.31944686,19.58356501,17.14641423,16.73404120,16.83203431,16.00926659,15.99999950,15.99999805
372116701.0000,11.00114480,11.54571198,18.44719426,17.75326462,16.74844872,16.83192294,16.00969830,15.99999949,15.99999804
373431601.0000,11.00019247,11.20907395,17.08640106,18.29279042,16.76866013,16.83181458,16.01014583,15.99999949,15.99999803
374746501.0000,11.00004265,11.07613562,15.68876889,18.73261923,16.79577912,16.83170913,16.01060957,15.99999949,15.99999802
376061401.0000,11.00001704,11.02693306,14.41779629,19.03692633,16.82906661,16.83160649,16.01108993,15.99999948,15.99999801
377376301.0000,11.00001220,11.00945495,13.37050932,19.19448085,16.86612594,16.83150655,16.01158730,15.99999948,15.99999800
378691201.0000,11.00001143,11.00338507,12.57441212,19.18343799,16.89851210,16.83140925,16.01210208,15.99999948,15.99999799
380006101.0000,18.59798870,12.77518800,12.03730972,19.10151621,16.92332339,16.83131450,16.01263468,15.99999947,15.99999798
381321001.0000,20.61192640,15.64903813,11.82825088,18.89915434,16.93919871,16.83122222,16.01318550,15.99999947,15.99999797
382635901.0000,20.94503608,18.13777965,11.98290900,18.50406825,16.94490964,16.83113230,16.01375495,15.99999947,15.99999796
383950801.0000,20.99222869,19.68033644,12.60386383,17.94351690,16.94239558,16.83104465,16.01434344,15.99999946,15.99999795
385265701.0000,20.99878089,20.45405343,13.65550576,17.27927014,16.93747092,16.83095913,16.01495137,15.99999946,15.99999794
386580601.0000,20.99973396,20.79068530,14.96956635,16.57246126,16.92847092,16.83087556,16.01557916,15.99999946,15.99999793
387895501.0000,20.99988314,20.92362410,16.34178233,15.88263952,16.91408573,16.83079377,16.01622722,15.99999945,15.99999793
389210401.0000,20.99990824,20.97282633,17.59902063,15.27121006,16.89392356,16.83071368,16.01689596,15.99999945,15.99999792
390525301.0000,20.99991241,20.99030628,18.63888114,14.79360493,16.86690297,16.83063546,16.01758578,15.99999945,15.99999791
391840201.0000,20.99991343,20.99637582,19.43092817,14.49172170,16.83372955,16.83055943,16.01829711,15.99999944,15.99999790
393155101.0000,20.99991356,20.99846859,19.99507097,14.37694341,16.79679890,16.83048626,16.01903035,15.99999944,15.99999789
394470001.0000,20.99991388,20.99919305,20.37548970,14.42574077,16.76436324,16.83041603,16.01978590,15.99999944,15.99999788
395784901.0000,20.99991388,20.99944953,20.62088585,14.55643303,16.73947837,16.83034862,16.02056418,15.99999943,15.99999787
397099801.0000,20.99991417,20.99954153,20.77366255,14.82572197,16.72351858,16.83028391,16.02136559,15.99999943,15.99999786
398414701.0000,13.40193613,19.22553577,20.83272525,15.28688261,16.71773754,16.83022178,16.02219053,15.99999943,15.99999785
399729601.0000,11.38799899,16.35102180,20.74790245,15.86903133,16.72020774,16.83016211,16.02303941,15.99999942,15.99999784
401044501.0000,11.05488979,13.86207753,20.35832974,16.50564565,16.72509791,16.83010478,16.02391262,15.99999942,15.99999783
402359401.0000,11.00769831,12.31945567,19.58358828,17.14642549,16.73407752,16.83004967,16.02481055,15.99999942,15.99999782
403674301.0000,11.00114660,11.54571938,18.44721868,17.75327678,16.74848456,16.82999665,16.02573360,15.99999941,15.99999782
404989201.0000,11.00019423,11.20908055,17.08642579,18.29280417,16.76869543,16.82994560,16.02668216,15.99999941,15.99999781
406304101.0000,11.00004444,11.07614177,15.68879281,18.73263507,16.79581349,16.82989643,16.02765660,15.99999941,15.99999780
407619001.0000,11.00001882,11.02693902,14.41781852,19.03694479,16.82910017,16.82984900,16.02865732,15.99999940,15.99999779
408933901.0000,11.00001401,11.00946078,13.37052934,19.19450209,16.86615885,16.82980322,16.02968467,15.99999940,15.99999778
410248801.0000,11.00001323,11.00339086,12.57442987,19.18346234,16.89854490,16.82975896,16.03073903,15.99999940,15.99999777
411563701.0000,18.59799124,12.77519293,12.03732528,19.10154197,16.92335627,16.82971615,16.03182076,15.99999939,15.99999776
412878601.0000,20.61192956,15.64904326,11.82826423,18.89918296,16.93923185,16.82967469,16.03293021,15.99999939,15.99999775
414193501.0000,20.94503941,18.13778621,11.98292087,18.50410036,16.94494317,16.82963452,16.03406775,15.99999938,15.99999774
415508401.0000,20.99223202,19.68034476,12.60387277,17.94355131,16.94242937,16.82959558,16.03523370,15.99999938,15.99999773
416823301.0000,20.99878420,20.45406296,13.65551278,17.27930574,16.93750501,16.82955783,16.03642842,15.99999938,15.99999772
418138201.0000,20.99973724,20.79069557,14.96957265,16.57249699,16.92850534,16.82952123,16.03765221,15.99999937,15.99999771
419453101.0000,20.99988646,20.92363461,16.34178912,15.88267434,16.91412052,16.82948580,16.03890542,15.99999937,15.99999770
420768001.0000,20.99991158,20.97283698,17.59902890,15.27124304,16.89395870,16.82945164,16.04018834,15.99999937,15.99999770
422082901.0000,20.99991577,20.99031691,18.63889140,14.79363503,16.86693842,16.82941869,16.04150129,15.99999936,15.99999769
423397801.0000,20.99991677,20.99638647,19.43094053,14.49174867,16.83376525,16.82938667,16.04284455,15.99999936,15.99999768
424712701.0000,20.99991690,20.99847917,19.99508517,14.37696710,16.79683486,16.82935568,16.04421842,15.99999936,15.99999767
426027601.0000,20.99991720,20.99920366,20.37550540,14.42576365,16.76439879,16.82932579,16.04562317,15.99999935,15.99999766
427342501.0000,20.99991720,20.99946008,20.62090262,14.55645350,16.73951345,16.82929711,16.04705907,15.99999935,15.99999765
428657401.0000,20.99991747,20.99955211,20.77368007,14.82573915,16.72355312,16.82926976,16.04852638,15.99999934,15.99999764
429972301.0000,13.40193874,19.22554716,20.83274328,15.28689602,16.71777145,16.82924363,16.05002533,15.99999934,15.99999763
431287201.0000,11.38800094,16.35103304,20.74792132,15.86904248,16.72024170,16.82921874,16.05155618,15.99999934,15.99999762
432602101.0000,11.05489153,13.86208731,20.35834975,16.50565590,16.72513174,16.82919509,16.05311913,15.99999933,15.99999761
433917001.0000,11.00769998,12.31946377,19.58360967,17.14643581,16.73411105,16.82917264,16.05471440,15.99999933,15.99999760
435231901.0000,11.00114825,11.54572619,18.44724112,17.75328792,16.74851764,16.82915137,16.05634220,15.99999933,15.99999760
436546801.0000,11.00019585,11.20908662,17.08644852,18.29281678,16.76872801,16.82913122,16.05800271,15.99999932,15.99999759
437861701.0000,11.00004607,11.07614742,15.68881481,18.73264959,16.79584520,16.82911210,16.05969611,15.99999932,15.99999758
439176601.0000,11.00002046,11.02694450,14.41783896,19.03696172,16.82913113,16.82909392,16.06142257,15.99999932,15.99999757
440491501.0000,11.00001568,11.00946615,13.37054775,19.19452159,16.86618920,16.82907657,16.06318223,15.99999931,15.99999756
441806401.0000,11.00001489,11.00339620,12.57444620,19.18348471,16.89857513,16.82905991,16.06497525,15.99999931,15.99999755
443121301.0000,18.59799357,12.77519748,12.03733959,19.10156565,16.92338658,16.82904382,16.06680174,15.99999930,15.99999754
444436201.0000,20.61193247,15.64904798,11.82827651,18.89920929,16.93926239,16.82902820,16.06866182,15.99999930,15.99999753
445751101.0000,20.94504248,18.13779224,11.98293178,18.50412991,16.94497407,16.82901301,16.07055558,15.99999930,15.99999752
447066001.0000,20.99223507,19.68035241,12.60388098,17.94358299,16.94246052,16.82899818,16.07248312,15.99999929,15.99999751
448380901.0000,20.99878724,20.45407173,13.65551921,17.27933853,16.93753643,16.82898370,16.07444451,15.99999929,15.99999751
449695801.0000,20.99974027,20.79070501,14.96957842,16.57252990,16.92853707,16.82896955,16.07643981,15.99999929,15.99999750
451010701.0000,20.99988952,20.92364429,16.34179533,15.88270642,16.91415260,16.82895577,16.07846905,15.99999928,15.99999749
452325601.0000,20.99991466,20.97284678,17.59903649,15.27127344,16.89399109,16.82894242,16.08053228,15.99999928,15.99999748
453640501.0000,20.99991886,20.99032669,18.63890081,14.79366276,16.86697110,16.82892959,16.08262950,15.99999928,15.99999747
454955401.0000,20.99991985,20.99639627,19.43095187,14.49177352,16.83379815,16.82891737,16.08476072,15.99999927,15.99999746
456270301.0000,20.99991998,20.99848891,19.99509822,14.37698893,16.79686800,16.82890583,16.08692592,15.99999927,15.99999745
457585201.0000,20.99992026,20.99921342,20.37551982,14.42578472,16.76443154,16.82889506,16.08912508,15.99999927,15.99999744
458900101.0000,20.99992026,20.99946979,20.62091803,14.55647235,16.73954578,16.82888515,16.09135815,15.99999926,15.99999744
460215001.0000,20.99992051,20.99956185,20.77369617,14.82575496,16.72358495,16.82887615,16.09362507,15.99999926,15.99999743
461529901.0000,13.40194114,19.22555765,20.83275986,15.28690834,16.71780268,16.82886812,16.09592578,15.99999926,15.99999742
462844801.0000,11.38800273,16.35104341,20.74793867,15.86905272,16.72027299,16.82886106,16.09826017,15.99999925,15.99999741
464159701.0000,11.05489313,13.86209632,20.35836815,16.50566530,16.72516291,16.82885493,16.10062815,15.99999925,15.99999740
465474601.0000,11.00770152,12.31947124,19.58362936,17.14644526,16.73414194,16.82884967,16.10302960,15.99999925,15.99999739
466789501.0000,11.00114977,11.54573246,18.44726179,17.75329813,16.74854812,16.82884531,16.10546439,15.99999924,15.99999739
468104401.0000,11.00019735,11.20909222,17.08646946,18.29282834,16.76875802,16.82884173,16.10793236,15.99999924,15.99999738
469419301.0000,11.00004757,11.07615263,15.68883508,18.73266292,16.79587440,16.82883882,16.11043336,15.99999924,15.99999737
470734201.0000,11.00002196,11.02694955,14.41785781,19.03697728,16.82915963,16.82883642,16.11296720,15.99999923,15.99999736
472049101.0000,11.00001720,11.00947109,13.37056472,19.19453951,16.86621715,16.82883439,16.11553370,15.99999923,15.99999735
473364001.0000,11.00001641,11.00340112,12.57446125,19.18350530,16.89860298,16.82883255,16.11813263,15.99999923,15.99999734
474678901.0000,18.59799572,12.77520166,12.03735278,19.10158745,16.92341449,16.82883074,16.12076379,15.99999922,15.99999734
475993801.0000,20.61193515,15.64905233,11.82828782,18.89923354,16.93929051,16.82882885,16.12342693,15.99999922,15.99999733
477308701.0000,20.94504530,18.13779779,11.98294183,18.50415716,16.94500253,16.82882680,16.12612179,15.99999922,15.99999732
478623601.0000,20.99223789,19.68035947,12.60388853,17.94361222,16.94248920,16.82882453,16.12884812,15.99999922,15.99999731
479938501.0000,20.99879005,20.45407982,13.65552512,17.27936880,16.93756537,16.82882204,16.13160562,15.99999921,15.99999730
481253401.0000,20.99974305,20.79071372,14.96958370,16.57256028,16.92856629,16.82881931,16.13439401,15.99999921,15.99999729
482568301.0000,20.99989233,20.92365322,16.34180103,15.88273604,16.91418215,16.82881638,16.13721298,15.99999921,15.99999729
483883201.0000,20.99991749,20.97285583,17.59904345,15.27130151,16.89402094,16.82881334,16.14006219,15.99999921,15.99999728
485198101.0000,20.99992171,20.99033570,18.63890946,14.79368837,16.86700120,16.82881035,16.14294132,15.99999920,15.99999727
486513001.0000,20.99992269,20.99640532,19.43096231,14.49179646,16.83382847,16.82880753,16.14585001,15.99999920,15.99999726
487827901.0000,20.99992282,20.99849789,19.99511022,14.37700907,16.79689855,16.82880500,16.14878790,15.99999920,15.99999725
489142801.0000,20.99992308,20.99922242,20.37553310,14.42580416,16.76446174,16.82880289,16.15175462,15.99999920,15.99999725
490457701.0000,20.99992308,20.99947875,20.62093223,14.55648974,16.73957558,16.82880131,16.15474977,15.99999920,15.99999724
491772601.0000,20.99992331,20.99957084,20.77371102,14.82576953,16.72361429,16.82880036,16.15777295,15.99999919,15.99999723
493087501.0000,13.40194335,19.22556733,20.83277514,15.28691968,16.71783147,16.82880012,16.16082375,15.99999919,15.99999722
494402401.0000,11.38800438,16.35105297,20.74795467,15.86906213,16.72030183,16.82880058,16.16390175,15.99999919,15.99999721
495717301.0000,11.05489461,13.86210465,20.35838513,16.50567392,16.72519163,16.82880174,16.16700650,15.99999919,15.99999721
497032201.0000,11.00770295,12.31947814,19.58364752,17.14645394,16.73417041,16.82880352,16.17013756,15.99999919,15.99999720
498347101.0000,11.00115117,11.54573825,18.44728088,17.75330750,16.74857621,16.82880587,16.17329448,15.99999919,15.99999719
499662001.0000,11.00019873,11.20909739,17.08648881,18.29283895,16.76878568,16.82880868,16.17647677,15.99999919,15.99999718
500976901.0000,11.00004895,11.07615744,15.68885380,18.73267518,16.79590132,16.82881180,16.17968396,15.99999919,15.99999717
502291801.0000,11.00002335,11.02695421,14.41787522,19.03699160,16.82918590,16.82881513,16.18291556,15.99999919,15.99999717
503606701.0000,11.00001861,11.00947566,13.37058040,19.19455603,16.86624290,16.82881848,16.18617108,15.99999919,15.99999716
504921601.0000,11.00001781,11.00340566,12.57447515,19.18352429,16.89862863,16.82882172,16.18944999,15.99999919,15.99999715
506236501.0000,18.59799771,12.77520552,12.03736496,19.10160756,16.92344021,16.82882467,16.19275179,15.99999919,15.99999714
507551401.0000,20.61193763,15.64905634,11.82829827,18.89925593,16.93931643,16.82882723,16.19607594,15.99999919,15.99999713
508866301.0000,20.94504791,18.13780292,11.98295111,18.50418233,16.94502876,16.82882934,16.19942192,15.99999919,15.99999712
510181201.0000,20.99224049,19.68036598,12.60389549,17.94363923,16.94251565,16.82883097,16.20278918,15.99999919,15.99999712
511496101.0000,20.99879264,20.45408728,13.65553055,17.27939678,16.93759206,16.82883210,16.20617716,15.99999919,15.99999711
512811001.0000,20.99974563,20.79072177,14.96958856,16.57258839,16.92859324,16.82883272,16.20958532,15.99999919,15.99999710
514125901.0000,20.99989493,20.92366146,16.34180626,15.88276344,16.91420940,16.82883289,16.21301309,15.99999919,15.99999709
515440801.0000,20.99992011,20.97286418,17.59904984,15.27132748,16.89404847,16.82883274,16.21645990,15.99999920,15.99999708
516755701.0000,20.99992435,20.99034404,18.63891742,14.79371205,16.86702898,16.82883241,16.21992517,15.99999920,15.99999708
518070601.0000,20.99992531,20.99641368,19.43097192,14.49181768,16.83385645,16.82883206,16.22340833,15.99999920,15.99999707
519385501.0000,20.99992544,20.99850620,19.99512130,14.37702769,16.79692674,16.82883183,16.22690878,15.99999921,15.99999706
520700401.0000,20.99992569,20.99923075,20.37554537,14.42582214,16.76448960,16.82883184,16.23042593,15.99999921,15.99999705
522015301.0000,20.99992568,20.99948703,20.62094534,14.55650581,16.73960308,16.82883224,16.23395919,15.99999921,15.99999704
523330201.0000,20.99992590,20.99957916,20.77372473,14.82578298,16.72364137,16.82883312,16.23750796,15.99999922,15.99999704
524645101.0000,13.40194540,19.22557628,20.83278927,15.28693013,16.71785805,16.82883455,16.24107164,15.99999922,15.99999703
525960001.0000,11.38800591,16.35106183,20.74796946,15.86907079,16.72032845,16.82883657,16.24464961,15.99999922,15.99999702
527274901.0000,11.05489598,13.86211235,20.35840082,16.50568185,16.72521815,16.82883915,16.24824127,15.99999923,15.99999701
528589801.0000,11.00770426,12.31948453,19.58366432,17.14646191,16.73419669,16.82884224,16.25184601,15.99999923,15.99999701
529904701.0000,11.00115247,11.54574361,18.44729853,17.75331612,16.74860214,16.82884578,16.25546322,15.99999924,15.99999700
531219601.0000,11.00020001,11.20910217,17.08650671,18.29284873,16.76881121,16.82884965,16.25909227,15.99999925,15.99999699
532534501.0000,11.00005023,11.07616190,15.68887114,18.73268648,16.79592616,16.82885375,16.26273255,15.99999925,15.99999698
533849401.0000,11.00002464,11.02695853,14.41789134,19.03700481,16.82921015,16.82885793,16.26638344,15.99999926,15.99999697
535164301.0000,11.00001991,11.00947988,13.37059492,19.19457128,16.86626667,16.82886206,16.27004433,15.99999927,15.99999697
536479201.0000,11.00001911,11.00340986,12.57448803,19.18354185,16.89865232,16.82886598,16.27371460,15.99999927,15.99999696
537794101.0000,18.59799955,12.77520909,12.03737624,19.10162616,16.92346396,16.82886953,16.27739362,15.99999928,15.99999695
539109001.0000,20.61193992,15.64906005,11.82830794,18.89927664,16.93934037,16.82887263,16.28108079,15.99999929,15.99999694
540423901.0000,20.94505033,18.13780766,11.98295970,18.50420564,16.94505299,16.82887520,16.28477548,15.99999930,15.99999693
541738801.0000,20.99224290,19.68037200,12.60390192,17.94366426,16.94254007,16.82887723,16.28847707,15.99999931,15.99999693
543053701.0000,20.99879504,20.45409419,13.65553556,17.27942271,16.93761671,16.82887870,16.29218496,15.99999932,15.99999692
544368601.0000,20.99974801,20.79072922,14.96959303,16.57261443,16.92861814,16.82887961,16.29589854,15.99999933,15.99999691
545683501.0000,20.99989734,20.92366910,16.34181107,15.88278884,16.91423458,16.82888001,16.29961720,15.99999934,15.99999690
546998401.0000,20.99992254,20.97287192,17.59905574,15.27135155,16.89407391,16.82888004,16.30334034,15.99999936,15.99999689
548313301.0000,20.99992679,20.99035176,18.63892477,14.79373401,16.86705466,16.82887985,16.30706737,15.99999937,15.99999689
549628201.0000,20.99992774,20.99642142,19.43098081,14.49183735,16.83388232,16.82887961,16.31079767,15.99999938,15.99999688
550943101.0000,20.99992787,20.99851390,19.99513154,14.37704494,16.79695281,16.82887943,16.31453067,15.99999940,15.99999687
552258001.0000,20.99992810,20.99923846,20.37555671,14.42583879,16.76451537,16.82887947,16.31826576,15.99999941,15.99999686
553572901.0000,20.99992810,20.99949471,20.62095748,14.55652068,16.73962851,16.82887985,16.32200236,15.99999943,15.99999686
554887801.0000,20.99992830,20.99958686,20.77373742,14.82579544,16.72366641,16.82888068,16.32573990,15.99999945,15.99999685
556202701.0000,13.40194730,19.22558459,20.83280234,15.28693980,16.71788262,16.82888204,16.32947778,15.99999947,15.99999684
557517601.0000,11.38800733,16.35107004,20.74798315,15.86907878,16.72035307,16.82888395,16.33321544,15.99999949,15.99999683
558832501.0000,11.05489724,13.86211950,20.35841536,16.50568917,16.72524267,16.82888639,16.33695231,15.99999951,15.99999682
560147401.0000,11.00770548,12.31949045,19.58367989,17.14646927,16.73422100,16.82888932,16.34068782,15.99999953,15.99999682
561462301.0000,11.00115367,11.54574858,18.44731490,17.75332408,16.74862612,16.82889267,16.34442142,15.99999956,15.99999681
562777201.0000,11.00020120,11.20910660,17.08652332,18.29285776,16.76883483,16.82889635,16.34815254,15.99999958,15.99999680
564092101.0000,11.00005142,11.07616603,15.68888723,18.73269692,16.79594913,16.82890022,16.35188066,15.99999961,15.99999679
565407001.0000,11.00002584,11.02696253,14.41790629,19.03701703,16.82923257,16.82890418,16.35560521,15.99999964,15.99999679
566721901.0000,11.00002111,11.00948380,13.37060839,19.19458540,16.86628864,16.82890807,16.35932568,15.99999966,15.99999678
568036801.0000,11.00002032,11.00341376,12.57449998,19.18355811,16.89867422,16.82891175,16.36304153,15.99999970,15.99999677
569351701.0000,18.59800125,12.77521240,12.03738671,19.10164339,16.92348592,16.82891505,16.36675223,15.99999973,15.99999676
570666601.0000,20.61194205,15.64906348,11.82831691,18.89929585,16.93936251,16.82891790,16.37045729,15.99999977,15.99999675
571981501.0000,20.94505257,18.13781205,11.98296766,18.50422727,16.94507541,16.82892022,16.37415618,15.99999980,15.99999675
573296401.0000,20.99224514,19.68037759,12.60390787,17.94368749,16.94256268,16.82892200,16.37784841,15.99999984,15.99999674
574611301.0000,20.99879726,20.45410061,13.65554019,17.27944678,16.93763952,16.82892321,16.38153348,15.99999989,15.99999673
575926201.0000,20.99975022,20.79073613,14.96959715,16.57263862,16.92864119,16.82892387,16.38521091,15.99999993,15.99999672
577241101.0000,20.99989958,20.92367619,16.34181552,15.88281243,16.91425789,16.82892403,16.38888022,15.99999998,15.99999672
578556001.0000,20.99992479,20.97287911,17.59906120,15.27137390,16.89409746,16.82892380,16.39254094,16.00000003,15.99999671
579870901.0000,20.99992905,20.99035893,18.63893157,14.79375440,16.86707843,16.82892336,16.39619262,16.00000008,15.99999670
581185801.0000,20.99993000,20.99642861,19.43098904,14.49185560,16.83390627,16.82892285,16.39983478,16.00000014,15.99999669
582500701.0000,20.99993013,20.99852104,19.99514103,14.37706096,16.79697696,16.82892242,16.40346700,16.00000020,15.99999669
583815601.0000,20.99993035,20.99924562,20.37556723,14.42585425,16.76453925,16.82892219,16.40708883,16.00000026,15.99999668
585130501.0000,20.99993034,20.99950183,20.62096873,14.55653449,16.73965208,16.82892229,16.41069985,16.00000032,15.99999667
586445401.0000,20.99993053,20.99959401,20.77374919,14.82580698,16.72368961,16.82892285,16.41429962,16.00000039,15.99999666
587760301.0000,13.40194906,19.22559230,20.83281447,15.28694875,16.71790539,16.82892393,16.41788775,16.00000046,15.99999666
589075201.0000,11.38800864,16.35107767,20.74799585,15.86908618,16.72037587,16.82892555,16.42146383,16.00000054,15.99999665
590390101.0000,11.05489842,13.86212614,20.35842886,16.50569593,16.72526539,16.82892770,16.42502745,16.00000062,15.99999664
591705001.0000,11.00770661,12.31949595,19.58369435,17.14647607,16.73424352,16.82893034,16.42857825,16.00000070,15.99999664
593019901.0000,11.00115479,11.54575320,18.44733011,17.75333143,16.74864833,16.82893341,16.43211583,16.00000079,15.99999663
594334801.0000,11.00020230,11.20911072,17.08653875,18.29286611,16.76885670,16.82893680,16.43563983,16.00000089,15.99999662
