time,H1038,H2571,H4587,H6376,H7640,H9105,H9625,H9989,H10169
298482301.0000,30.50609995,30.18365993,29.90843073,29.66725103,29.35648709,29.03446163,28.73981692,28.45469016,28.18733439
299797201.0000,30.50609946,30.18365945,29.90843028,29.66725062,29.35648675,29.03446136,28.73981674,28.45469006,28.18733436
301112101.0000,30.50609865,30.18365867,29.90842956,29.66724996,29.35648618,29.03446093,28.73981644,28.45468989,28.18733431
302427001.0000,30.50609816,30.18365820,29.90842911,29.66724955,29.35648584,29.03446066,28.73981626,28.45468979,28.18733428
303741901.0000,30.50609736,30.18365742,29.90842839,29.66724889,29.35648528,29.03446023,28.73981596,28.45468963,28.18733423
305056801.0000,30.50609687,30.18365695,29.90842794,29.66724848,29.35648493,29.03445997,28.73981578,28.45468953,28.18733420
306371701.0000,30.50609608,30.18365618,29.90842722,29.66724782,29.35648437,29.03445954,28.73981548,28.45468936,28.18733415
307686601.0000,30.50609559,30.18365571,29.90842678,29.66724741,29.35648403,29.03445928,28.73981530,28.45468926,28.18733412
309001501.0000,30.50609479,30.18365494,29.90842606,29.66724675,29.35648348,29.03445885,28.73981501,28.45468910,28.18733407
310316401.0000,30.50609431,30.18365447,29.90842562,29.66724635,29.35648314,29.03445859,28.73981483,28.45468900,28.18733404
311631301.0000,30.50609352,30.18365371,29.90842490,29.66724570,29.35648258,29.03445816,28.73981453,28.45468884,28.18733400
312946201.0000,30.50609304,30.18365324,29.90842447,29.66724530,29.35648224,29.03445790,28.73981436,28.45468874,28.18733397
314261101.0000,30.50609225,30.18365248,29.90842375,29.66724464,29.35648169,29.03445748,28.73981406,28.45468858,28.18733392
315576001.0000,30.50609177,30.18365202,29.90842332,29.66724424,29.35648135,29.03445722,28.73981389,28.45468848,28.18733389
316890901.0000,30.50609098,30.18365126,29.90842261,29.66724359,29.35648080,29.03445680,28.73981360,28.45468832,28.18733384
318205801.0000,30.50609051,30.18365080,29.90842217,29.66724320,29.35648047,29.03445654,28.73981342,28.45468822,28.18733381
319520701.0000,30.50608973,30.18365005,29.90842147,29.66724255,29.35647992,29.03445612,28.73981313,28.45468806,28.18733376
320835601.0000,30.50608925,30.18364959,29.90842104,29.66724215,29.35647959,29.03445586,28.73981295,28.45468796,28.18733374
322150501.0000,30.50608847,30.18364884,29.90842033,29.66724151,29.35647904,29.03445544,28.73981266,28.45468780,28.18733369
323465401.0000,30.50608800,30.18364838,29.90841990,29.66724112,29.35647871,29.03445519,28.73981249,28.45468771,28.18733366
324780301.0000,30.50608722,30.18364763,29.90841920,29.66724047,29.35647817,29.03445477,28.73981220,28.45468755,28.18733361
326095201.0000,30.50608675,30.18364718,29.90841877,29.66724008,29.35647784,29.03445452,28.73981203,28.45468745,28.18733358
327410101.0000,30.50608598,30.18364643,29.90841807,29.66723944,29.35647730,29.03445410,28.73981174,28.45468729,28.18733354
328725001.0000,30.50608552,30.18364598,29.90841765,29.66723905,29.35647697,29.03445385,28.73981157,28.45468720,28.18733351
330039901.0000,30.50608475,30.18364524,29.90841695,29.66723842,29.35647643,29.03445344,28.73981128,28.45468704,28.18733346
331354801.0000,30.50608428,30.18364479,29.90841653,29.66723803,29.35647610,29.03445319,28.73981111,28.45468694,28.18733343
332669701.0000,30.50608352,30.18364405,29.90841584,29.66723739,29.35647557,29.03445277,28.73981082,28.45468679,28.18733339
333984601.0000,30.50608305,30.18364360,29.90841542,29.66723701,29.35647524,29.03445252,28.73981065,28.45468669,28.18733336
335299501.0000,30.50608229,30.18364286,29.90841473,29.66723638,29.35647471,29.03445211,28.73981037,28.45468653,28.18733331
336614401.0000,30.50608183,30.18364242,29.90841431,29.66723599,29.35647438,29.03445186,28.73981020,28.45468644,28.18733328
337929301.0000,30.50608107,30.18364168,29.90841362,29.66723536,29.35647385,29.03445145,28.73980992,28.45468628,28.18733324
339244201.0000,30.50608061,30.18364124,29.90841321,29.66723498,29.35647353,29.03445121,28.73980974,28.45468619,28.18733321
340559101.0000,30.50607985,30.18364051,29.90841252,29.66723436,29.35647300,29.03445080,28.73980946,28.45468604,28.18733316
341874001.0000,30.50607940,30.18364007,29.90841211,29.66723398,29.35647268,29.03445055,28.73980929,28.45468594,28.18733313
343188901.0000,30.50607865,30.18363934,29.90841142,29.66723335,29.35647215,29.03445015,28.73980901,28.45468579,28.18733309
344503801.0000,30.50607819,30.18363890,29.90841101,29.66723298,29.35647183,29.03444990,28.73980885,28.45468569,28.18733306
345818701.0000,30.50607744,30.18363818,29.90841033,29.66723235,29.35647130,29.03444950,28.73980857,28.45468554,28.18733301
347133601.0000,30.50607699,30.18363774,29.90840992,29.66723198,29.35647099,29.03444925,28.73980840,28.45468545,28.18733299
348448501.0000,30.50607624,30.18363702,29.90840925,29.66723136,29.35647046,29.03444885,28.73980812,28.45468529,28.18733294
349763401.0000,30.50607579,30.18363658,29.90840884,29.66723098,29.35647015,29.03444861,28.73980796,28.45468520,28.18733291
351078301.0000,30.50607505,30.18363587,29.90840816,29.66723037,29.35646962,29.03444821,28.73980768,28.45468505,28.18733287
352393201.0000,30.50607460,30.18363543,29.90840776,29.66722999,29.35646931,29.03444797,28.73980751,28.45468496,28.18733284
353708101.0000,30.50607386,30.18363472,29.90840709,29.66722938,29.35646879,29.03444757,28.73980724,28.45468480,28.18733279
355023001.0000,30.50607342,30.18363429,29.90840668,29.66722901,29.35646848,29.03444733,28.73980707,28.45468471,28.18733277
356337901.0000,30.50607268,30.18363357,29.90840601,29.66722840,29.35646796,29.03444693,28.73980680,28.45468456,28.18733272
357652801.0000,30.50607224,30.18363315,29.90840561,29.66722803,29.35646765,29.03444669,28.73980663,28.45468447,28.18733269
358967701.0000,30.50607150,30.18363244,29.90840495,29.66722742,29.35646713,29.03444629,28.73980636,28.45468432,28.18733265
360282601.0000,30.50607106,30.18363201,29.90840455,29.66722705,29.35646682,29.03444605,28.73980620,28.45468423,28.18733262
361597501.0000,30.50607033,30.18363130,29.90840388,29.66722644,29.35646631,29.03444566,28.73980592,28.45468408,28.18733258
362912401.0000,30.50606989,30.18363088,29.90840349,29.66722608,29.35646600,29.03444542,28.73980576,28.45468399,28.18733255
364227301.0000,30.50606916,30.18363017,29.90840282,29.66722547,29.35646549,29.03444503,28.73980549,28.45468384,28.18733251
365542201.0000,30.50606872,30.18362975,29.90840243,29.66722511,29.35646518,29.03444479,28.73980533,28.45468375,28.18733248
366857101.0000,30.50606800,30.18362905,29.90840177,29.66722451,29.35646467,29.03444440,28.73980506,28.45468360,28.18733244
368172001.0000,30.50606756,30.18362863,29.90840138,29.66722415,29.35646437,29.03444417,28.73980490,28.45468351,28.18733241
369486901.0000,30.50606684,30.18362793,29.90840072,29.66722355,29.35646386,29.03444378,28.73980463,28.45468336,28.18733236
370801801.0000,30.50606641,30.18362752,29.90840033,29.66722319,29.35646356,29.03444354,28.73980447,28.45468327,28.18733234
372116701.0000,30.50606569,30.18362682,29.90839968,29.66722259,29.35646305,29.03444315,28.73980420,28.45468312,28.18733229
373431601.0000,30.50606526,30.18362641,29.90839929,29.66722223,29.35646275,29.03444292,28.73980404,28.45468304,28.18733227
374746501.0000,30.50606454,30.18362571,29.90839864,29.66722164,29.35646224,29.03444253,28.73980377,28.45468289,28.18733222
376061401.0000,30.50606411,30.18362530,29.90839825,29.66722128,29.35646194,29.03444230,28.73980361,28.45468280,28.18733220
377376301.0000,30.50606340,30.18362461,29.90839760,29.66722069,29.35646144,29.03444192,28.73980335,28.45468265,28.18733215
378691201.0000,30.50606297,30.18362420,29.90839722,29.66722034,29.35646114,29.03444169,28.73980319,28.45468257,28.18733213
380006101.0000,30.50606226,30.18362351,29.90839657,29.66721974,29.35646064,29.03444130,28.73980292,28.45468242,28.18733208
381321001.0000,30.50606184,30.18362310,29.90839619,29.66721939,29.35646034,29.03444108,28.73980277,28.45468233,28.18733206
382635901.0000,30.50606113,30.18362241,29.90839554,29.66721880,29.35645985,29.03444069,28.73980250,28.45468219,28.18733201
383950801.0000,30.50606071,30.18362201,29.90839516,29.66721845,29.35645955,29.03444047,28.73980235,28.45468210,28.18733199
385265701.0000,30.50606000,30.18362133,29.90839452,29.66721787,29.35645905,29.03444008,28.73980208,28.45468196,28.18733194
386580601.0000,30.50605958,30.18362092,29.90839414,29.66721752,29.35645876,29.03443986,28.73980193,28.45468187,28.18733192
387895501.0000,30.50605888,30.18362024,29.90839350,29.66721693,29.35645827,29.03443948,28.73980167,28.45468172,28.18733188
389210401.0000,30.50605846,30.18361984,29.90839313,29.66721659,29.35645797,29.03443925,28.73980151,28.45468164,28.18733185
390525301.0000,30.50605776,30.18361916,29.90839249,29.66721601,29.35645748,29.03443887,28.73980125,28.45468149,28.18733181
391840201.0000,30.50605735,30.18361876,29.90839211,29.66721566,29.35645719,29.03443865,28.73980110,28.45468141,28.18733178
393155101.0000,30.50605665,30.18361809,29.90839148,29.66721508,29.35645670,29.03443827,28.73980084,28.45468127,28.18733174
394470001.0000,30.50605624,30.18361769,29.90839111,29.66721474,29.35645641,29.03443805,28.73980068,28.45468118,28.18733171
395784901.0000,30.50605554,30.18361702,29.90839048,29.66721416,29.35645592,29.03443767,28.73980043,28.45468104,28.18733167
397099801.0000,30.50605513,30.18361662,29.90839011,29.66721382,29.35645563,29.03443745,28.73980027,28.45468095,28.18733165
398414701.0000,30.50605444,30.18361595,29.90838948,29.66721325,29.35645515,29.03443708,28.73980001,28.45468081,28.18733160
399729601.0000,30.50605403,30.18361556,29.90838911,29.66721291,29.35645486,29.03443686,28.73979986,28.45468073,28.18733158
401044501.0000,30.50605334,30.18361489,29.90838848,29.66721233,29.35645437,29.03443649,28.73979961,28.45468059,28.18733154
402359401.0000,30.50605294,30.18361450,29.90838811,29.66721200,29.35645409,29.03443627,28.73979945,28.45468050,28.18733151
403674301.0000,30.50605225,30.18361383,29.90838749,29.66721142,29.35645361,29.03443590,28.73979920,28.45468036,28.18733147
404989201.0000,30.50605184,30.18361344,29.90838712,29.66721109,29.35645332,29.03443568,28.73979905,28.45468028,28.18733144
406304101.0000,30.50605116,30.18361278,29.90838650,29.66721052,29.35645284,29.03443531,28.73979879,28.45468014,28.18733140
407619001.0000,30.50605076,30.18361239,29.90838614,29.66721019,29.35645256,29.03443509,28.73979864,28.45468005,28.18733138
408933901.0000,30.50605008,30.18361173,29.90838552,29.66720962,29.35645208,29.03443472,28.73979839,28.45467991,28.18733134
410248801.0000,30.50604968,30.18361135,29.90838516,29.66720929,29.35645180,29.03443451,28.73979824,28.45467983,28.18733131
411563701.0000,30.50604900,30.18361069,29.90838454,29.66720872,29.35645132,29.03443414,28.73979799,28.45467969,28.18733127
412878601.0000,30.50604860,30.18361031,29.90838418,29.66720839,29.35645104,29.03443392,28.73979784,28.45467961,28.18733125
414193501.0000,30.50604792,30.18360965,29.90838357,29.66720783,29.35645056,29.03443356,28.73979759,28.45467947,28.18733120
415508401.0000,30.50604753,30.18360927,29.90838321,29.66720750,29.35645029,29.03443334,28.73979744,28.45467939,28.18733118
416823301.0000,30.50604685,30.18360862,29.90838260,29.66720694,29.35644981,29.03443298,28.73979719,28.45467925,28.18733114
418138201.0000,30.50604646,30.18360824,29.90838224,29.66720661,29.35644954,29.03443277,28.73979704,28.45467917,28.18733111
419453101.0000,30.50604579,30.18360759,29.90838163,29.66720606,29.35644906,29.03443240,28.73979679,28.45467903,28.18733107
420768001.0000,30.50604540,30.18360721,29.90838128,29.66720573,29.35644879,29.03443219,28.73979665,28.45467895,28.18733105
422082901.0000,30.50604473,30.18360656,29.90838067,29.66720517,29.35644832,29.03443183,28.73979640,28.45467881,28.18733101
423397801.0000,30.50604434,30.18360619,29.90838032,29.66720485,29.35644804,29.03443162,28.73979625,28.45467873,28.18733098
424712701.0000,30.50604367,30.18360554,29.90837971,29.66720430,29.35644758,29.03443126,28.73979601,28.45467860,28.18733094
426027601.0000,30.50604328,30.18360517,29.90837936,29.66720397,29.35644730,29.03443105,28.73979586,28.45467852,28.18733092
427342501.0000,30.50604262,30.18360453,29.90837876,29.66720342,29.35644684,29.03443069,28.73979561,28.45467838,28.18733088
428657401.0000,30.50604224,30.18360415,29.90837841,29.66720310,29.35644657,29.03443048,28.73979547,28.45467830,28.18733086
429972301.0000,30.50604157,30.18360352,29.90837781,29.66720255,29.35644610,29.03443013,28.73979523,28.45467816,28.18733081
431287201.0000,30.50604119,30.18360315,29.90837746,29.66720223,29.35644583,29.03442992,28.73979508,28.45467808,28.18733079
432602101.0000,30.50604053,30.18360251,29.90837686,29.66720169,29.35644537,29.03442956,28.73979484,28.45467795,28.18733075
433917001.0000,30.50604015,30.18360214,29.90837652,29.66720137,29.35644510,29.03442936,28.73979469,28.45467787,28.18733073
435231901.0000,30.50603949,30.18360151,29.90837592,29.66720082,29.35644464,29.03442900,28.73979445,28.45467773,28.18733069
436546801.0000,30.50603911,30.18360114,29.90837558,29.66720051,29.35644437,29.03442880,28.73979431,28.45467766,28.18733066
437861701.0000,30.50603846,30.18360051,29.90837499,29.66719997,29.35644391,29.03442844,28.73979407,28.45467752,28.18733062
439176601.0000,30.50603808,30.18360014,29.90837464,29.66719965,29.35644365,29.03442824,28.73979392,28.45467744,28.18733060
440491501.0000,30.50603743,30.18359951,29.90837405,29.66719911,29.35644319,29.03442789,28.73979368,28.45467731,28.18733056
441806401.0000,30.50603706,30.18359915,29.90837371,29.66719880,29.35644292,29.03442768,28.73979354,28.45467723,28.18733054
443121301.0000,30.50603641,30.18359852,29.90837312,29.66719826,29.35644247,29.03442733,28.73979330,28.45467710,28.18733050
444436201.0000,30.50603603,30.18359816,29.90837278,29.66719795,29.35644221,29.03442713,28.73979316,28.45467702,28.18733047
445751101.0000,30.50603539,30.18359754,29.90837220,29.66719741,29.35644175,29.03442678,28.73979292,28.45467689,28.18733043
447066001.0000,30.50603502,30.18359718,29.90837186,29.66719710,29.35644149,29.03442658,28.73979278,28.45467681,28.18733041
448380901.0000,30.50603437,30.18359656,29.90837128,29.66719657,29.35644104,29.03442623,28.73979254,28.45467668,28.18733037
449695801.0000,30.50603400,30.18359620,29.90837094,29.66719626,29.35644078,29.03442603,28.73979240,28.45467660,28.18733035
451010701.0000,30.50603336,30.18359558,29.90837036,29.66719573,29.35644033,29.03442569,28.73979217,28.45467647,28.18733031
452325601.0000,30.50603299,30.18359522,29.90837003,29.66719542,29.35644007,29.03442549,28.73979203,28.45467640,28.18733029
453640501.0000,30.50603236,30.18359461,29.90836945,29.66719489,29.35643962,29.03442514,28.73979179,28.45467626,28.18733025
454955401.0000,30.50603199,30.18359425,29.90836911,29.66719459,29.35643936,29.03442494,28.73979165,28.45467619,28.18733023
456270301.0000,30.50603136,30.18359364,29.90836854,29.66719406,29.35643891,29.03442460,28.73979142,28.45467606,28.18733019
457585201.0000,30.50603099,30.18359329,29.90836821,29.66719375,29.35643866,29.03442440,28.73979128,28.45467598,28.18733016
458900101.0000,30.50603036,30.18359267,29.90836763,29.66719323,29.35643821,29.03442406,28.73979105,28.45467585,28.18733013
460215001.0000,30.50602999,30.18359232,29.90836730,29.66719293,29.35643796,29.03442386,28.73979091,28.45467578,28.18733010
461529901.0000,30.50602936,30.18359171,29.90836673,29.66719240,29.35643751,29.03442352,28.73979068,28.45467565,28.18733006
462844801.0000,30.50602900,30.18359137,29.90836640,29.66719210,29.35643726,29.03442333,28.73979054,28.45467557,28.18733004
464159701.0000,30.50602837,30.18359076,29.90836583,29.66719158,29.35643682,29.03442299,28.73979031,28.45467544,28.18733000
465474601.0000,30.50602802,30.18359041,29.90836551,29.66719128,29.35643657,29.03442279,28.73979017,28.45467537,28.18732998
466789501.0000,30.50602739,30.18358981,29.90836494,29.66719076,29.35643613,29.03442246,28.73978994,28.45467524,28.18732994
468104401.0000,30.50602703,30.18358946,29.90836462,29.66719046,29.35643587,29.03442226,28.73978981,28.45467517,28.18732992
469419301.0000,30.50602641,30.18358886,29.90836405,29.66718995,29.35643544,29.03442192,28.73978957,28.45467504,28.18732988
470734201.0000,30.50602605,30.18358851,29.90836373,29.66718965,29.35643518,29.03442173,28.73978944,28.45467497,28.18732986
472049101.0000,30.50602543,30.18358792,29.90836317,29.66718913,29.35643475,29.03442140,28.73978921,28.45467484,28.18732982
473364001.0000,30.50602508,30.18358757,29.90836284,29.66718884,29.35643450,29.03442121,28.73978908,28.45467476,28.18732980
474678901.0000,30.50602446,30.18358698,29.90836228,29.66718833,29.35643406,29.03442087,28.73978885,28.45467464,28.18732976
475993801.0000,30.50602411,30.18358664,29.90836196,29.66718803,29.35643382,29.03442068,28.73978872,28.45467456,28.18732974
477308701.0000,30.50602349,30.18358604,29.90836141,29.66718752,29.35643338,29.03442035,28.73978849,28.45467444,28.18732970
478623601.0000,30.50602314,30.18358570,29.90836109,29.66718723,29.35643314,29.03442016,28.73978836,28.45467437,28.18732968
479938501.0000,30.50602253,30.18358511,29.90836053,29.66718672,29.35643271,29.03441983,28.73978813,28.45467424,28.18732964
481253401.0000,30.50602218,30.18358477,29.90836021,29.66718643,29.35643246,29.03441964,28.73978800,28.45467417,28.18732962
482568301.0000,30.50602157,30.18358418,29.90835966,29.66718592,29.35643203,29.03441931,28.73978777,28.45467404,28.18732959
483883201.0000,30.50602122,30.18358385,29.90835935,29.66718563,29.35643179,29.03441912,28.73978764,28.45467397,28.18732956
485198101.0000,30.50602061,30.18358326,29.90835879,29.66718513,29.35643136,29.03441879,28.73978741,28.45467384,28.18732953
486513001.0000,30.50602027,30.18358292,29.90835848,29.66718484,29.35643111,29.03441860,28.73978729,28.45467377,28.18732951
487827901.0000,30.50601966,30.18358234,29.90835793,29.66718434,29.35643069,29.03441827,28.73978706,28.45467365,28.18732947
489142801.0000,30.50601932,30.18358201,29.90835762,29.66718405,29.35643045,29.03441809,28.73978693,28.45467358,28.18732945
490457701.0000,30.50601872,30.18358142,29.90835707,29.66718355,29.35643002,29.03441776,28.73978671,28.45467345,28.18732941
491772601.0000,30.50601837,30.18358109,29.90835676,29.66718326,29.35642978,29.03441758,28.73978658,28.45467338,28.18732939
493087501.0000,30.50601777,30.18358051,29.90835621,29.66718276,29.35642936,29.03441725,28.73978635,28.45467326,28.18732935
494402401.0000,30.50601743,30.18358018,29.90835591,29.66718248,29.35642912,29.03441707,28.73978623,28.45467319,28.18732933
495717301.0000,30.50601683,30.18357960,29.90835536,29.66718198,29.35642870,29.03441674,28.73978600,28.45467307,28.18732929
497032201.0000,30.50601650,30.18357928,29.90835506,29.66718170,29.35642846,29.03441656,28.73978588,28.45467300,28.18732927
498347101.0000,30.50601590,30.18357870,29.90835451,29.66718120,29.35642804,29.03441624,28.73978566,28.45467287,28.18732924
499662001.0000,30.50601556,30.18357837,29.90835421,29.66718092,29.35642780,29.03441606,28.73978553,28.45467280,28.18732922
500976901.0000,30.50601497,30.18357780,29.90835367,29.66718043,29.35642738,29.03441573,28.73978531,28.45467268,28.18732918
502291801.0000,30.50601463,30.18357748,29.90835337,29.66718015,29.35642715,29.03441555,28.73978518,28.45467261,28.18732916
503606701.0000,30.50601404,30.18357690,29.90835283,29.66717966,29.35642673,29.03441523,28.73978496,28.45467249,28.18732912
504921601.0000,30.50601371,30.18357658,29.90835253,29.66717938,29.35642650,29.03441505,28.73978484,28.45467242,28.18732910
506236501.0000,30.50601312,30.18357601,29.90835199,29.66717889,29.35642608,29.03441473,28.73978462,28.45467230,28.18732907
507551401.0000,30.50601279,30.18357569,29.90835169,29.66717862,29.35642585,29.03441455,28.73978450,28.45467223,28.18732905
508866301.0000,30.50601220,30.18357512,29.90835116,29.66717813,29.35642544,29.03441423,28.73978428,28.45467211,28.18732901
510181201.0000,30.50601187,30.18357480,29.90835086,29.66717785,29.35642520,29.03441406,28.73978415,28.45467204,28.18732899
511496101.0000,30.50601128,30.18357424,29.90835033,29.66717737,29.35642479,29.03441374,28.73978393,28.45467192,28.18732895
512811001.0000,30.50601096,30.18357392,29.90835003,29.66717709,29.35642456,29.03441356,28.73978381,28.45467185,28.18732893
514125901.0000,30.50601037,30.18357336,29.90834950,29.66717661,29.35642415,29.03441325,28.73978360,28.45467173,28.18732890
515440801.0000,30.50601005,30.18357304,29.90834920,29.66717634,29.35642392,29.03441307,28.73978347,28.45467167,28.18732888
516755701.0000,30.50600946,30.18357248,29.90834868,29.66717585,29.35642351,29.03441275,28.73978326,28.45467155,28.18732884
518070601.0000,30.50600914,30.18357217,29.90834838,29.66717558,29.35642328,29.03441258,28.73978314,28.45467148,28.18732882
519385501.0000,30.50600856,30.18357161,29.90834786,29.66717510,29.35642288,29.03441227,28.73978292,28.45467136,28.18732879
520700401.0000,30.50600824,30.18357129,29.90834756,29.66717483,29.35642265,29.03441209,28.73978280,28.45467129,28.18732877
522015301.0000,30.50600766,30.18357074,29.90834704,29.66717435,29.35642224,29.03441178,28.73978258,28.45467117,28.18732873
523330201.0000,30.50600734,30.18357043,29.90834675,29.66717409,29.35642202,29.03441160,28.73978246,28.45467111,28.18732871
524645101.0000,30.50600677,30.18356987,29.90834623,29.66717361,29.35642161,29.03441129,28.73978225,28.45467099,28.18732868
525960001.0000,30.50600645,30.18356956,29.90834594,29.66717334,29.35642139,29.03441112,28.73978213,28.45467092,28.18732866
527274901.0000,30.50600588,30.18356901,29.90834542,29.66717287,29.35642098,29.03441081,28.73978192,28.45467081,28.18732862
528589801.0000,30.50600556,30.18356870,29.90834513,29.66717260,29.35642076,29.03441064,28.73978180,28.45467074,28.18732860
529904701.0000,30.50600499,30.18356815,29.90834461,29.66717213,29.35642036,29.03441033,28.73978159,28.45467062,28.18732857
531219601.0000,30.50600467,30.18356785,29.90834433,29.66717187,29.35642014,29.03441016,28.73978147,28.45467056,28.18732855
532534501.0000,30.50600410,30.18356730,29.90834381,29.66717139,29.35641974,29.03440985,28.73978126,28.45467044,28.18732851
533849401.0000,30.50600379,30.18356699,29.90834353,29.66717113,29.35641951,29.03440968,28.73978114,28.45467037,28.18732849
535164301.0000,30.50600322,30.18356645,29.90834301,29.66717066,29.35641912,29.03440938,28.73978093,28.45467026,28.18732846
536479201.0000,30.50600291,30.18356614,29.90834273,29.66717040,29.35641890,29.03440921,28.73978081,28.45467019,28.18732844
537794101.0000,30.50600235,30.18356560,29.90834222,29.66716993,29.35641850,29.03440890,28.73978060,28.45467008,28.18732840
539109001.0000,30.50600203,30.18356530,29.90834193,29.66716967,29.35641828,29.03440873,28.73978048,28.45467001,28.18732838
540423901.0000,30.50600147,30.18356476,29.90834142,29.66716921,29.35641789,29.03440843,28.73978028,28.45466990,28.18732835
541738801.0000,30.50600116,30.18356446,29.90834114,29.66716895,29.35641767,29.03440826,28.73978016,28.45466983,28.18732833
543053701.0000,30.50600060,30.18356392,29.90834064,29.66716848,29.35641727,29.03440796,28.73977995,28.45466972,28.18732830
544368601.0000,30.50600030,30.18356362,29.90834036,29.66716823,29.35641706,29.03440779,28.73977984,28.45466965,28.18732828
545683501.0000,30.50599974,30.18356308,29.90833985,29.66716776,29.35641666,29.03440749,28.73977963,28.45466954,28.18732824
546998401.0000,30.50599943,30.18356278,29.90833957,29.66716751,29.35641645,29.03440732,28.73977951,28.45466948,28.18732822
548313301.0000,30.50599888,30.18356225,29.90833907,29.66716705,29.35641606,29.03440702,28.73977931,28.45466936,28.18732819
549628201.0000,30.50599857,30.18356195,29.90833879,29.66716679,29.35641584,29.03440686,28.73977919,28.45466930,28.18732817
550943101.0000,30.50599802,30.18356142,29.90833829,29.66716633,29.35641545,29.03440656,28.73977899,28.45466918,28.18732814
552258001.0000,30.50599772,30.18356112,29.90833801,29.66716608,29.35641524,29.03440639,28.73977887,28.45466912,28.18732812
553572901.0000,30.50599717,30.18356059,29.90833752,29.66716562,29.35641485,29.03440610,28.73977867,28.45466901,28.18732809
554887801.0000,30.50599686,30.18356030,29.90833724,29.66716537,29.35641464,29.03440593,28.73977855,28.45466895,28.18732807
556202701.0000,30.50599632,30.18355977,29.90833674,29.66716492,29.35641425,29.03440563,28.73977835,28.45466883,28.18732803
557517601.0000,30.50599601,30.18355948,29.90833647,29.66716466,29.35641404,29.03440547,28.73977824,28.45466877,28.18732801
558832501.0000,30.50599547,30.18355895,29.90833597,29.66716421,29.35641366,29.03440518,28.73977803,28.45466866,28.18732798
560147401.0000,30.50599517,30.18355866,29.90833570,29.66716396,29.35641345,29.03440501,28.73977792,28.45466860,28.18732796
561462301.0000,30.50599463,30.18355814,29.90833521,29.66716351,29.35641306,29.03440472,28.73977772,28.45466848,28.18732793
562777201.0000,30.50599433,30.18355785,29.90833494,29.66716326,29.35641285,29.03440456,28.73977761,28.45466842,28.18732791
564092101.0000,30.50599379,30.18355732,29.90833445,29.66716281,29.35641247,29.03440426,28.73977741,28.45466831,28.18732788
565407001.0000,30.50599349,30.18355704,29.90833418,29.66716256,29.35641226,29.03440410,28.73977730,28.45466825,28.18732786
566721901.0000,30.50599295,30.18355652,29.90833369,29.66716211,29.35641188,29.03440381,28.73977709,28.45466814,28.18732783
568036801.0000,30.50599266,30.18355623,29.90833342,29.66716187,29.35641168,29.03440365,28.73977698,28.45466808,28.18732781
569351701.0000,30.50599212,30.18355571,29.90833293,29.66716142,29.35641130,29.03440336,28.73977678,28.45466797,28.18732777
570666601.0000,30.50599182,30.18355543,29.90833267,29.66716118,29.35641109,29.03440320,28.73977667,28.45466791,28.18732776
571981501.0000,30.50599129,30.18355491,29.90833218,29.66716073,29.35641071,29.03440291,28.73977647,28.45466780,28.18732772
573296401.0000,30.50599100,30.18355463,29.90833192,29.66716049,29.35641051,29.03440275,28.73977637,28.45466773,28.18732771
574611301.0000,30.50599046,30.18355411,29.90833143,29.66716005,29.35641013,29.03440246,28.73977617,28.45466762,28.18732767
575926201.0000,30.50599017,30.18355383,29.90833117,29.66715980,29.35640993,29.03440231,28.73977606,28.45466756,28.18732766
577241101.0000,30.50598964,30.18355332,29.90833069,29.66715936,29.35640955,29.03440202,28.73977586,28.45466746,28.18732762
578556001.0000,30.50598935,30.18355304,29.90833042,29.66715912,29.35640935,29.03440186,28.73977575,28.45466740,28.18732760
579870901.0000,30.50598882,30.18355253,29.90832994,29.66715868,29.35640898,29.03440158,28.73977555,28.45466729,28.18732757
581185801.0000,30.50598854,30.18355225,29.90832968,29.66715844,29.35640878,29.03440142,28.73977545,28.45466723,28.18732755
582500701.0000,30.50598801,30.18355174,29.90832920,29.66715800,29.35640840,29.03440114,28.73977525,28.45466712,28.18732752
583815601.0000,30.50598772,30.18355146,29.90832894,29.66715777,29.35640820,29.03440098,28.73977514,28.45466706,28.18732750
585130501.0000,30.50598720,30.18355095,29.90832847,29.66715733,29.35640783,29.03440070,28.73977495,28.45466695,28.18732747
586445401.0000,30.50598691,30.18355068,29.90832821,29.66715709,29.35640763,29.03440054,28.73977484,28.45466689,28.18732745
587760301.0000,30.50598639,30.18355017,29.90832773,29.66715666,29.35640726,29.03440026,28.73977465,28.45466678,28.18732742
589075201.0000,30.50598611,30.18354990,29.90832748,29.66715642,29.35640706,29.03440010,28.73977454,28.45466673,28.18732741
590390101.0000,30.50598559,30.18354940,29.90832700,29.66715599,29.35640670,29.03439982,28.73977434,28.45466662,28.18732737
591705001.0000,30.50598530,30.18354912,29.90832675,29.66715575,29.35640650,29.03439967,28.73977424,28.45466656,28.18732736
593019901.0000,30.50598478,30.18354862,29.90832628,29.66715532,29.35640613,29.03439939,28.73977405,28.45466645,28.18732732
594334801.0000,30.50598450,30.18354835,29.90832602,29.66715509,29.35640594,29.03439924,28.73977394,28.45466639,28.18732731
595649701.0000,30.50598399,30.18354785,29.90832555,29.66715466,29.35640557,29.03439896,28.73977375,28.45466629,28.18732727
596964601.0000,30.50598371,30.18354758,29.90832530,29.66715443,29.35640537,29.03439881,28.73977364,28.45466623,28.18732726
